  2.3760000e+000  1.1360000e+003
  3.4240000e+000  1.0480000e+003
  4.4720000e+000  1.0480000e+003
  5.5400000e+000  1.0680000e+003
  6.5880000e+000  1.0480000e+003
  7.6760000e+000  1.0880000e+003
  8.7560000e+000  1.0800000e+003
  9.8560000e+000  1.1000000e+003
  1.0944000e+001  1.0880000e+003
  1.2044000e+001  1.1000000e+003
  1.3196000e+001  1.1520000e+003
  1.4288000e+001  1.0920000e+003
  1.5420000e+001  1.1320000e+003
  1.6616000e+001  1.1960000e+003
  1.7724000e+001  1.1080000e+003
  1.8892000e+001  1.1680000e+003
  2.0068000e+001  1.1760000e+003
  2.1160000e+001  1.0920000e+003
  2.2292000e+001  1.1320000e+003
  2.3392000e+001  1.1000000e+003
  2.4536000e+001  1.1440000e+003
  2.5696000e+001  1.1600000e+003
  2.6780000e+001  1.0840000e+003
  2.7888000e+001  1.1080000e+003
  2.8972000e+001  1.0840000e+003
  3.0080000e+001  1.1080000e+003
  3.1272000e+001  1.1920000e+003
  3.2352000e+001  1.0800000e+003
  3.3500000e+001  1.1480000e+003
  3.4652000e+001  1.1520000e+003
  3.5740000e+001  1.0880000e+003
  3.6840000e+001  1.1000000e+003
  3.7904000e+001  1.0640000e+003
  3.8980000e+001  1.0760000e+003
  4.0116000e+001  1.1360000e+003
  4.1192000e+001  1.0760000e+003
  4.2312000e+001  1.1200000e+003
  4.3500000e+001  1.1880000e+003
  4.4588000e+001  1.0880000e+003
  4.5712000e+001  1.1240000e+003
  4.6792000e+001  1.0800000e+003
  4.7908000e+001  1.1160000e+003
  4.9060000e+001  1.1520000e+003
  5.0140000e+001  1.0800000e+003
  5.1240000e+001  1.1000000e+003
  5.2392000e+001  1.1520000e+003
  5.3476000e+001  1.0840000e+003
  5.4616000e+001  1.1400000e+003
  5.5764000e+001  1.1480000e+003
  5.6924000e+001  1.1600000e+003
  5.8148000e+001  1.2240000e+003
  5.9292000e+001  1.1440000e+003
  6.0488000e+001  1.1960000e+003
  6.1716000e+001  1.2280000e+003
  6.2852000e+001  1.1360000e+003
  6.4008000e+001  1.1560000e+003
  6.5108000e+001  1.1000000e+003
  6.6256000e+001  1.1480000e+003
  6.7408000e+001  1.1520000e+003
  6.8540000e+001  1.1320000e+003
  6.9588000e+001  1.0480000e+003
  7.0640000e+001  1.0520000e+003
  7.1760000e+001  1.1200000e+003
  7.2812000e+001  1.0520000e+003
  7.3888000e+001  1.0760000e+003
  7.4972000e+001  1.0840000e+003
  7.6036000e+001  1.0640000e+003
